loopIteration,time (us),GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),attitude[0],attitude[1],attitude[2],vbat (V),GPS_numSat
424,8480000,351981003,333547587,431,5.23,100,-72,508,24.81,14
425,8500000,351981017,333547618,259,7.71,1,-25,510,24.86,12
426,8520000,351981024,333547650,369,6.25,19,-38,511,24.82,10
427,8540000,351981017,333547682,384,5.49,-42,42,512,24.87,11
428,8560000,351981015,333547715,311,6.91,-17,84,513,24.85,14
429,8580000,351981014,333547748,331,6.02,12,-20,514,24.83,11
430,8600000,351981017,333547782,375,5.37,4,61,516,24.89,11
431,8620000,351981015,333547817,424,7.77,-33,15,517,24.83,14
432,8640000,351981010,333547852,323,6.79,-65,88,518,24.87,10
433,8660000,351981010,333547887,297,8.01,5,99,519,24.84,12
434,8680000,351981003,333547923,400,7.32,12,45,520,24.84,13
435,8700000,351980994,333547959,423,6.87,35,66,522,24.87,11
436,8720000,351980996,333547996,350,6.1,77,29,523,24.85,11
437,8740000,351981009,333548033,275,4.65,-15,11,524,24.84,12
438,8760000,351980997,333548070,423,6.79,-115,-29,525,24.83,12
439,8780000,351981000,333548108,358,6.03,-5,46,526,24.84,12
440,8800000,351980997,333548147,411,6.75,-106,26,528,24.84,11
441,8820000,351980990,333548186,365,5.93,-73,10,529,24.82,14
442,8840000,351981002,333548225,353,5.12,64,26,530,24.8,11
443,8860000,351981000,333548265,351,4.74,36,20,531,24.75,11
444,8880000,351981019,333548305,429,6.78,-35,-22,532,24.83,11
445,8900000,351981014,333548346,428,7.49,-34,3,534,24.82,13
446,8920000,351981021,333548387,286,5.6,-2,87,535,24.86,9
447,8940000,351981023,333548428,335,6.49,-101,18,536,24.84,9
448,8960000,351981018,333548470,444,7.6,31,100,537,24.86,14
449,8980000,351981028,333548512,359,4.95,-17,-28,538,24.88,13
450,9000000,351981029,333548555,320,5.54,112,-38,540,24.82,13
451,9020000,351981039,333548598,376,4.61,-59,36,541,24.8,13
452,9040000,351981042,333548641,372,7.35,63,69,542,24.85,13
453,9060000,351981034,333548685,373,6.26,-37,-3,543,24.8,9
454,9080000,351981036,333548729,359,5.4,64,61,544,24.81,12
455,9100000,351981040,333548773,366,3.97,-55,77,546,24.86,12
456,9120000,351981053,333548818,361,5.73,47,84,547,24.84,12
457,9140000,351981047,333548863,394,7.14,-22,24,548,24.85,9
458,9160000,351981050,333548908,349,5.6,-45,27,549,24.78,14
459,9180000,351981036,333548954,371,5.44,-5,-53,550,24.82,14
460,9200000,351981046,333549000,377,6.71,31,31,552,24.85,10
461,9220000,351981039,333549046,436,4.48,27,44,553,24.78,12
462,9240000,351981024,333549092,400,6.01,97,101,554,24.82,11
463,9260000,351981027,333549139,381,6.66,52,-34,555,24.83,9
464,9280000,351981041,333549186,408,5.02,-154,-12,556,24.74,9
465,9300000,351981029,333549234,403,4.96,-20,-20,558,24.86,13
466,9320000,351981022,333549281,431,6.25,-115,75,559,24.79,14
467,9340000,351981018,333549329,409,5.83,-19,-98,560,24.81,10
468,9360000,351981010,333549378,461,5.67,40,-24,561,24.86,9
469,9380000,351981017,333549426,444,6.2,-76,134,562,24.76,9
470,9400000,351981012,333549475,390,6.22,-67,63,564,24.82,12
471,9420000,351981008,333549524,376,4.85,11,-37,565,24.79,12
472,9440000,351981017,333549573,428,5.16,-13,26,566,24.81,9
473,9460000,351981013,333549622,414,6.49,97,72,567,24.78,13
474,9480000,351981021,333549672,391,7.29,22,57,568,24.85,9
475,9500000,351981014,333549721,336,7.57,35,18,570,24.77,13
476,9520000,351981006,333549771,323,4.95,107,-10,571,24.81,13
477,9540000,351980991,333549821,411,7.26,-26,72,572,24.82,13
478,9560000,351981013,333549872,429,6.86,3,29,573,24.8,11
479,9580000,351981013,333549922,431,5.92,-55,70,574,24.79,13
480,9600000,351981018,333549973,348,6.54,18,50,576,24.79,14
481,9620000,351981022,333550024,442,6.94,65,6,577,24.83,11
482,9640000,351981026,333550075,380,8.09,85,102,578,24.81,14
483,9660000,351981030,333550126,418,4.7,1,4,579,24.8,10
484,9680000,351981053,333550177,420,6.67,-39,51,580,24.76,9
485,9700000,351981046,333550228,372,5.79,-42,-1,582,24.8,11
486,9720000,351981033,333550280,381,5.71,-79,18,583,24.81,9
487,9740000,351981027,333550331,323,7.32,10,17,584,24.79,13
488,9760000,351981017,333550383,370,6.93,84,-3,585,24.84,13
489,9780000,351981027,333550435,335,4.75,-138,42,586,24.74,9
490,9800000,351981039,333550487,425,5.62,-126,96,588,24.87,10
491,9820000,351981033,333550539,411,6.23,87,123,589,24.79,9
492,9840000,351981022,333550591,446,4.28,-92,102,590,24.76,11
493,9860000,351981022,333550643,425,6.99,23,21,591,24.74,14
494,9880000,351981039,333550695,386,5.87,-71,103,592,24.81,13
495,9900000,351981014,333550747,426,6.15,50,51,594,24.8,9
496,9920000,351981023,333550799,397,6.36,50,120,595,24.78,12
497,9940000,351981015,333550851,438,8.11,13,-33,596,24.78,12
498,9960000,351981029,333550904,427,6.01,53,104,597,24.79,10
499,9980000,351981022,333550956,376,5.54,6,0,598,24.77,14
500,10000000,351981022,333551008,416,8.03,37,88,600,24.82,13
501,10020000,351981010,333551060,419,5.37,112,6,601,24.8,12
502,10040000,351981004,333551113,406,5.34,69,76,602,24.78,9
503,10060000,351981021,333551165,455,4.31,-35,15,603,24.73,13
504,10080000,351981033,333551217,488,7.25,-44,-64,605,24.82,10
505,10100000,351981032,333551269,406,6.29,-10,-18,606,24.76,9
506,10120000,351981027,333551322,407,6.52,-9,17,607,24.75,12
507,10140000,351981011,333551374,332,6.16,8,31,608,24.82,13
508,10160000,351981011,333551426,418,5.8,-32,-82,609,24.79,9
509,10180000,351981014,333551478,406,5.03,43,-30,611,24.72,12
510,10200000,351981016,333551530,338,5.04,6,-6,612,24.73,10
511,10220000,351981018,333551581,437,6.48,25,19,613,24.76,12
512,10240000,351981011,333551633,450,6.11,4,41,614,24.74,11
513,10260000,351981013,333551685,398,7.9,40,-11,615,24.77,10
514,10280000,351981016,333551736,413,5.06,-67,-46,617,24.85,14
515,10300000,351981032,333551788,390,5.39,98,45,618,24.86,12
516,10320000,351981054,333551839,460,4.75,24,13,619,24.77,11
517,10340000,351981056,333551890,370,7.6,31,74,620,24.79,13
518,10360000,351981052,333551941,419,4.5,40,3,621,24.8,13
519,10380000,351981055,333551992,510,6.88,69,62,623,24.76,14
520,10400000,351981052,333552043,435,7.67,48,-14,624,24.72,12
521,10420000,351981048,333552094,453,5.8,18,43,625,24.8,9
522,10440000,351981051,333552144,429,6.83,-6,34,626,24.76,12
523,10460000,351981044,333552194,389,3.44,-94,52,627,24.78,14
524,10480000,351981053,333552244,435,5.51,17,-17,629,24.78,9
525,10500000,351981055,333552294,453,4.0,-14,23,630,24.74,13
526,10520000,351981061,333552344,397,6.17,-14,-12,631,24.81,9
527,10540000,351981063,333552393,452,5.98,148,21,632,24.76,12
528,10560000,351981059,333552443,489,5.05,-107,61,633,24.77,11
529,10580000,351981053,333552492,483,7.09,7,180,635,24.75,13
530,10600000,351981053,333552541,378,6.39,77,31,636,24.78,9
531,10620000,351981051,333552589,403,5.35,62,66,637,24.79,13
532,10640000,351981057,333552638,378,5.36,78,35,638,24.74,10
533,10660000,351981060,333552686,487,4.22,-71,87,639,24.77,12
534,10680000,351981050,333552733,469,5.75,-53,53,641,24.74,9
535,10700000,351981054,333552781,474,8.48,41,82,642,24.72,14
536,10720000,351981044,333552828,411,5.13,-13,47,643,24.74,10
537,10740000,351981041,333552875,400,6.47,107,150,644,24.77,14
538,10760000,351981041,333552922,451,5.32,18,99,645,24.77,10
539,10780000,351981024,333552969,453,6.92,16,-55,647,24.78,13
540,10800000,351981028,333553015,415,6.49,31,45,648,24.73,11
541,10820000,351981033,333553061,456,5.69,-11,34,649,24.74,10
542,10840000,351981035,333553106,477,3.85,11,-80,650,24.75,10
543,10860000,351981034,333553151,461,5.36,-35,-13,651,24.77,11
544,10880000,351981034,333553196,411,7.39,2,6,653,24.74,10
545,10900000,351981027,333553241,369,5.68,-24,-6,654,24.72,14
546,10920000,351981028,333553285,444,6.72,20,36,655,24.7,12
547,10940000,351981026,333553329,462,5.4,-80,-60,656,24.78,12
548,10960000,351981030,333553372,446,3.76,-84,67,657,24.78,9
549,10980000,351981021,333553416,440,6.48,32,69,659,24.72,10
550,11000000,351981027,333553458,430,6.35,18,47,660,24.79,14
551,11020000,351981032,333553501,487,5.28,-52,13,661,24.74,13
552,11040000,351981034,333553543,458,5.53,-8,30,662,24.75,11
553,11060000,351981032,333553585,465,6.31,-57,6,663,24.78,10
554,11080000,351981041,333553626,422,5.27,127,87,665,24.72,9
555,11100000,351981028,333553667,437,6.38,-88,55,666,24.71,14
556,11120000,351981036,333553707,470,5.73,107,130,667,24.68,11
557,11140000,351981042,333553747,424,3.17,-44,11,668,24.75,12
558,11160000,351981048,333553787,414,5.8,30,103,669,24.75,10
559,11180000,351981055,333553826,452,5.26,-10,1,671,24.76,14
560,11200000,351981052,333553865,514,4.98,-17,21,672,24.75,11
561,11220000,351981053,333553903,475,6.45,61,-22,673,24.74,10
562,11240000,351981062,333553941,526,5.39,54,56,674,24.77,11
563,11260000,351981070,333553979,464,6.61,-12,27,675,24.7,14
564,11280000,351981075,333554016,457,7.27,-49,61,677,24.74,11
565,11300000,351981064,333554052,415,6.14,129,105,678,24.74,10
566,11320000,351981072,333554088,448,4.14,89,27,679,24.72,14
567,11340000,351981087,333554124,530,5.1,13,49,680,24.78,9
568,11360000,351981101,333554159,486,7.06,-12,75,681,24.74,12
569,11380000,351981106,333554194,503,5.67,22,27,683,24.77,13
570,11400000,351981094,333554228,503,5.02,10,2,684,24.75,11
571,11420000,351981107,333554262,475,5.87,77,48,685,24.72,14
572,11440000,351981109,333554295,468,6.57,-52,55,686,24.78,9
573,11460000,351981087,333554328,482,6.28,6,69,687,24.76,14
574,11480000,351981094,333554360,505,6.74,-41,72,689,24.72,14
575,11500000,351981082,333554392,497,5.0,83,-3,690,24.72,9
576,11520000,351981073,333554423,499,5.65,113,52,691,24.69,12
577,11540000,351981070,333554453,487,5.68,0,92,692,24.71,12
578,11560000,351981086,333554484,451,5.95,37,7,693,24.71,11
579,11580000,351981085,333554513,472,3.49,89,48,695,24.72,13
580,11600000,351981091,333554542,445,5.69,-12,0,696,24.7,12
581,11620000,351981112,333554571,524,4.38,-50,38,697,24.73,10
582,11640000,351981131,333554599,401,7.62,67,117,698,24.71,14
583,11660000,351981134,333554626,477,7.82,35,39,699,24.67,13
584,11680000,351981135,333554653,582,7.97,-7,-18,701,24.7,11
585,11700000,351981125,333554680,474,6.94,93,47,702,24.69,11
586,11720000,351981122,333554706,443,5.4,19,41,703,24.67,11
587,11740000,351981129,333554731,488,7.11,-101,86,704,24.7,14
588,11760000,351981137,333554756,541,5.74,26,-38,705,24.74,11
589,11780000,351981141,333554780,484,6.7,1,-15,707,24.68,12
590,11800000,351981154,333554803,516,4.91,118,26,708,24.65,10
591,11820000,351981150,333554826,496,5.28,4,-47,709,24.7,11
592,11840000,351981153,333554849,478,6.53,-6,87,710,24.8,11
593,11860000,351981163,333554871,620,8.08,31,-71,711,24.69,12
594,11880000,351981173,333554892,498,5.95,20,-11,713,24.71,12
595,11900000,351981187,333554913,474,8.65,-79,-43,714,24.69,11
596,11920000,351981194,333554933,477,9.25,12,-2,715,24.73,11
597,11940000,351981194,333554952,512,4.46,-14,70,716,24.75,11
598,11960000,351981201,333554971,514,5.95,89,60,717,24.7,11
599,11980000,351981194,333554990,530,4.85,149,76,719,24.74,13
600,12000000,351981181,333555007,505,5.81,-61,60,720,24.67,12
601,12020000,351981191,333555024,443,5.35,-52,-71,721,24.71,10
602,12040000,351981193,333555041,523,5.9,-45,45,722,24.66,13
603,12060000,351981200,333555057,490,7.12,-33,-62,723,24.7,9
604,12080000,351981186,333555072,492,7.09,-35,5,725,24.68,9
605,12100000,351981186,333555087,445,6.29,8,10,726,24.7,13
606,12120000,351981183,333555101,482,5.98,70,3,727,24.66,10
607,12140000,351981178,333555114,476,6.12,-72,55,728,24.7,11
608,12160000,351981159,333555127,505,6.13,-86,-10,729,24.7,10
609,12180000,351981159,333555139,449,6.66,-104,117,731,24.68,14
610,12200000,351981171,333555151,510,5.99,71,60,732,24.67,14
611,12220000,351981178,333555162,514,6.58,85,89,733,24.66,9
612,12240000,351981175,333555172,465,4.43,-86,68,734,24.68,12
613,12260000,351981179,333555182,486,6.92,-92,75,735,24.7,13
614,12280000,351981189,333555191,477,8.05,13,28,737,24.68,10
615,12300000,351981165,333555200,548,6.2,71,128,738,24.69,10
616,12320000,351981167,333555208,412,4.3,66,-22,739,24.73,9
617,12340000,351981176,333555215,500,7.59,17,53,740,24.68,13
618,12360000,351981186,333555221,448,5.59,46,30,741,24.69,14
619,12380000,351981207,333555227,498,2.44,25,19,743,24.71,10
620,12400000,351981221,333555233,550,5.72,-27,46,744,24.7,11
621,12420000,351981228,333555237,492,6.7,120,-7,745,24.69,9
622,12440000,351981234,333555241,524,6.44,5,73,746,24.68,14
623,12460000,351981245,333555245,485,7.46,-61,69,747,24.74,12
624,12480000,351981243,333555248,597,6.72,-22,35,749,24.68,13
625,12500000,351981246,333555250,557,6.13,-86,67,750,24.67,10
626,12520000,351981258,333555251,566,3.64,6,-21,751,24.7,13
627,12540000,351981281,333555252,469,4.66,71,-60,752,24.73,13
628,12560000,351981283,333555253,479,6.2,-70,1,753,24.72,13
629,12580000,351981286,333555252,567,6.79,73,18,755,24.68,12
630,12600000,351981291,333555251,517,4.76,131,155,756,24.7,12
631,12620000,351981308,333555250,515,5.26,28,18,757,24.69,14
632,12640000,351981311,333555248,540,6.54,-63,82,758,24.68,11
633,12660000,351981329,333555245,477,3.72,-45,72,759,24.69,13
634,12680000,351981323,333555241,559,3.67,-14,136,761,24.69,13
635,12700000,351981324,333555237,530,5.71,-71,36,762,24.68,11
636,12720000,351981326,333555232,549,6.28,-69,63,763,24.72,14
637,12740000,351981337,333555227,504,5.42,-9,20,764,24.66,12
638,12760000,351981351,333555221,552,3.26,-5,-12,765,24.71,11
639,12780000,351981339,333555214,504,6.01,42,-19,767,24.73,9
640,12800000,351981333,333555207,571,4.41,-66,-8,768,24.73,10
641,12820000,351981340,333555199,579,6.76,118,102,769,24.67,9
642,12840000,351981336,333555191,571,5.86,69,44,770,24.66,11
643,12860000,351981325,333555182,556,6.3,59,22,771,24.62,10
644,12880000,351981338,333555172,562,6.75,-33,31,773,24.66,11
645,12900000,351981347,333555162,429,5.36,110,2,774,24.74,12
646,12920000,351981355,333555151,571,6.97,-14,28,775,24.62,10
647,12940000,351981353,333555139,528,7.46,114,28,776,24.61,14
648,12960000,351981367,333555127,543,6.46,70,63,777,24.69,14
649,12980000,351981368,333555114,529,7.56,-48,76,779,24.68,9
650,13000000,351981382,333555101,486,5.24,-21,-51,780,24.6,14
651,13020000,351981377,333555087,521,7.07,118,42,781,24.66,10
652,13040000,351981371,333555072,569,6.31,65,99,782,24.67,14
653,13060000,351981377,333555057,601,4.81,-3,-20,783,24.61,9
654,13080000,351981373,333555041,520,5.89,17,17,785,24.68,11
655,13100000,351981383,333555025,509,5.36,17,38,786,24.61,13
656,13120000,351981389,333555008,604,5.33,-40,85,787,24.69,12
657,13140000,351981383,333554991,512,6.09,-6,60,788,24.66,14
658,13160000,351981387,333554972,631,7.25,-33,19,789,24.63,10
659,13180000,351981387,333554954,551,5.61,-20,55,791,24.6,12
660,13200000,351981400,333554935,514,6.13,33,82,792,24.64,10
661,13220000,351981397,333554915,590,4.24,-51,50,793,24.65,10
662,13240000,351981395,333554894,619,6.11,49,123,794,24.65,12
663,13260000,351981411,333554873,495,7.36,12,51,795,24.63,13
664,13280000,351981437,333554852,615,6.95,51,-22,797,24.64,13
665,13300000,351981460,333554830,543,6.55,59,-8,798,24.67,10
666,13320000,351981464,333554807,614,5.36,80,23,799,24.62,14
667,13340000,351981469,333554784,540,4.83,43,20,800,24.64,12
668,13360000,351981488,333554760,493,5.87,48,61,801,24.66,11
669,13380000,351981490,333554736,577,4.4,-5,48,803,24.64,13
670,13400000,351981484,333554711,595,4.52,39,116,804,24.67,13
671,13420000,351981488,333554686,643,7.11,-48,71,805,24.69,11
672,13440000,351981496,333554660,629,4.9,-9,104,806,24.63,12
673,13460000,351981491,333554634,588,8.12,50,-7,807,24.65,10
674,13480000,351981478,333554607,552,4.29,2,9,809,24.55,14
675,13500000,351981467,333554579,541,6.5,32,64,810,24.63,9
676,13520000,351981477,333554551,551,4.59,-57,35,811,24.66,13
677,13540000,351981473,333554523,531,6.19,87,62,812,24.6,14
678,13560000,351981475,333554494,554,4.75,-28,43,813,24.68,13
679,13580000,351981480,333554465,464,6.03,29,0,815,24.58,9
680,13600000,351981490,333554435,574,5.8,4,115,816,24.67,13
681,13620000,351981490,333554404,566,5.45,61,87,817,24.62,13
682,13640000,351981498,333554373,671,6.59,-17,-47,818,24.6,12
683,13660000,351981492,333554342,599,7.78,-54,0,819,24.62,14
684,13680000,351981492,333554310,550,5.28,-108,31,821,24.62,9
685,13700000,351981485,333554278,593,7.04,-12,64,822,24.6,11
686,13720000,351981500,333554245,522,6.09,-66,27,823,24.59,13
687,13740000,351981503,333554212,548,5.95,37,-37,824,24.61,9
688,13760000,351981499,333554178,498,8.59,92,72,825,24.66,11
689,13780000,351981499,333554144,631,3.41,-128,20,827,24.64,13
690,13800000,351981500,333554110,598,5.18,-71,90,828,24.67,12
691,13820000,351981510,333554075,529,3.83,24,45,829,24.61,10
692,13840000,351981498,333554039,574,5.61,79,80,830,24.61,9
693,13860000,351981490,333554004,615,5.71,24,72,831,24.61,11
694,13880000,351981490,333553967,598,10.52,25,75,833,24.63,12
695,13900000,351981519,333553931,594,6.4,36,5,834,24.64,10
696,13920000,351981532,333553894,545,8.12,40,82,835,24.67,10
697,13940000,351981534,333553856,555,7.53,104,41,836,24.64,13
698,13960000,351981544,333553818,585,5.46,42,-31,837,24.62,13
699,13980000,351981568,333553780,619,6.56,-68,11,839,24.66,13
700,14000000,351981569,333553742,550,7.97,-22,14,840,24.59,10
701,14020000,351981569,333553703,539,6.19,18,54,841,24.58,12
702,14040000,351981584,333553663,630,6.23,-43,65,842,24.64,13
703,14060000,351981593,333553624,548,6.58,-10,-24,843,24.62,12
704,14080000,351981603,333553584,629,4.2,-25,67,845,24.62,10
705,14100000,351981601,333553543,597,5.02,-36,27,846,24.64,13
706,14120000,351981623,333553503,623,6.39,47,-21,847,24.6,12
707,14140000,351981644,333553462,659,6.63,-17,72,848,24.61,10
708,14160000,351981653,333553420,617,4.89,-60,-6,849,24.62,12
709,14180000,351981663,333553379,622,5.6,-37,-28,851,24.63,10
710,14200000,351981646,333553337,555,5.84,7,68,852,24.64,14
711,14220000,351981656,333553294,564,5.81,132,76,853,24.61,10
712,14240000,351981657,333553252,619,6.81,21,-1,854,24.61,11
713,14260000,351981665,333553209,655,6.11,95,83,855,24.53,10
714,14280000,351981675,333553166,650,6.18,35,81,857,24.64,14
715,14300000,351981675,333553122,688,4.3,-123,5,858,24.56,11
716,14320000,351981661,333553079,609,4.73,28,130,859,24.6,10
717,14340000,351981668,333553035,605,6.37,-45,28,860,24.68,9
718,14360000,351981664,333552990,638,4.09,-76,42,861,24.59,14
719,14380000,351981664,333552946,600,6.3,-59,-87,863,24.55,14
720,14400000,351981662,333552901,597,5.2,113,62,864,24.65,13
721,14420000,351981662,333552856,559,5.02,-89,0,865,24.58,9
722,14440000,351981642,333552811,641,6.75,-31,53,866,24.59,13
723,14460000,351981657,333552766,559,5.18,75,-54,867,24.59,14
724,14480000,351981663,333552720,624,4.96,45,89,869,24.62,12
725,14500000,351981678,333552674,547,5.18,-97,104,870,24.62,13
726,14520000,351981701,333552629,649,6.05,-1,125,871,24.59,14
727,14540000,351981704,333552582,564,9.25,-25,-116,872,24.63,12
728,14560000,351981690,333552536,640,3.46,-6,60,873,24.57,9
729,14580000,351981684,333552490,544,5.96,50,48,875,24.61,12
730,14600000,351981675,333552443,590,5.69,-29,-119,876,24.57,11
731,14620000,351981674,333552396,656,7.11,-13,-5,877,24.61,13
732,14640000,351981678,333552349,577,5.54,93,27,878,24.57,14
733,14660000,351981661,333552302,613,3.04,-105,102,879,24.58,10
734,14680000,351981668,333552255,592,7.56,-16,-10,881,24.63,14
735,14700000,351981656,333552207,520,4.68,33,41,882,24.55,13
736,14720000,351981662,333552160,625,5.9,-69,28,883,24.55,11
737,14740000,351981665,333552112,631,4.35,-32,49,884,24.6,11
738,14760000,351981665,333552065,570,4.67,-73,11,885,24.58,13
739,14780000,351981667,333552017,638,5.38,14,76,887,24.57,13
740,14800000,351981665,333551969,585,7.0,-32,80,888,24.58,13
741,14820000,351981663,333551921,577,6.98,53,-36,889,24.65,12
742,14840000,351981649,333551873,618,5.26,67,87,890,24.55,10
743,14860000,351981652,333551825,592,6.57,8,-5,891,24.57,14
744,14880000,351981674,333551777,711,5.53,-17,18,893,24.59,12
745,14900000,351981697,333551729,558,6.11,21,88,894,24.55,12
746,14920000,351981714,333551680,651,6.16,8,36,895,24.58,12
